name,type,latitude,longitude,province,city
Cerro El Bandurrial,peak,-39.9822166,-70.5959992,,
Cerro El Carancho,peak,-39.881313,-70.6472161,,
Cerro El Chenque,peak,-39.9168907,-70.1534114,,
Cerro El Molle,peak,-39.8567149,-70.1556079,,
Cerro Feo,peak,-40.0205307,-70.5882823,,
Cerro Flores,peak,-40.0353917,-70.4997393,,
Cerro Grande de Mallín Largo,peak,-39.8637526,-70.3350105,,
Cerro Guacho,peak,-40.0253365,-70.3909989,,
Cerro Horqueta,peak,-39.9920739,-70.7133932,,
Cerro La Fría o de los Guanacos,peak,-39.7557913,-70.270218,,
Cerro La Pintada o Colorado,peak,-40.0768954,-70.271511,,
Cerro Las Horquetas,peak,-39.8861762,-70.0225042,,
Cerro Los Muleros,peak,-40.0573841,-70.5481654,,
Cerro Los Paisanos,peak,-39.7996795,-70.7030658,,
Cerro Mallín Redondo,peak,-39.9322479,-70.8670497,,
Cerro Mesa,peak,-39.7496147,-70.5232698,,
Cerro Mesa,peak,-39.803213,-69.9658278,,
Cerro Mesa,peak,-39.8921412,-71.0119829,,
Cerro Mesa,peak,-40.0348069,-70.0252113,,
Cerro Michai,peak,-40.0444508,-70.5802884,,
Cerro Negro,peak,-39.9077178,-70.4361353,,
Cerro Negro,peak,-39.9238091,-70.6156337,,
Cerro Negro,peak,-40.0160539,-70.4862177,,
Cerro Pafaniyeu,peak,-40.2733109,-69.9442043,,
Cerro Partido,peak,-39.7895338,-70.2198256,,
Cerro Pecuma,peak,-39.6932006,-70.6820941,,
Cerro Pelado,peak,-40.0660949,-70.5358701,,
Cerro Puntudo,peak,-39.8770121,-70.3918419,,
Cerro Quidel,peak,-40.2944511,-69.9517202,,
Cerro Santa Teresa,peak,-39.9594173,-70.2706883,,
Cerro Tapera de Rojas,peak,-40.0418315,-70.4479775,,
Cerro Tropezón,peak,-39.785213,-70.4677936,,
Cerro Yeguadas,peak,-39.7158209,-70.8373528,,
Cerro de La Bandera,peak,-39.7100093,-71.0259099,,
Cerro de La Ventana O Lomas Amarilla,peak,-39.7181818,-70.7790337,,
Cerro de Los Chenques,peak,-39.976749,-70.9147305,,
Cerro del Chivo O Loma de San Ignaci,peak,-39.8866392,-70.8969052,,
Cerro Árbol Solo,peak,-40.0734385,-70.5707678,,
Loma Atravesada de Palitue,peak,-39.8431704,-70.9812164,,
Loma Loma Zingoni,peak,-40.0713106,-70.624527,,
Abra Lipinza,saddle,-39.8584291,-71.6762791,,
Abra Oconi,saddle,-39.8145419,-71.681119,,
Abra Quelguenco,saddle,-39.9711642,-71.6445295,,
Abra de Pirehueico,saddle,-40.0081369,-71.6710603,,
Cerro Frío,peak,-39.8200151,-71.2420139,,
Portezuelo de Auquinco,saddle,-39.8793372,-71.5485206,,
Cerro Auca Pan,peak,-39.650297,-71.1230192,,
Cerro Bayo,peak,-39.6639764,-71.4139379,,
Cerro Bayo,peak,-39.7119194,-71.3911243,,
Cerro Capaollanca,peak,-39.7362638,-71.212528,,
Cerro Colorado,peak,-39.6687932,-71.169632,,
Cerro Colorado,peak,-39.7017156,-71.2721737,,
Cerro Lanhué,peak,-39.8248766,-71.0752435,,
Cerro Quinihue Malal,peak,-39.7862051,-71.1134355,,
Cerro Santa Julia,peak,-39.8473875,-71.1003237,,
Cerro Tipilihuque,peak,-39.7703834,-71.1622925,,
Cerro Troquif,peak,-39.6223106,-71.0673752,,
Cerro Utrailil,peak,-39.6944659,-71.145792,,
Cerro de la Virgen,peak,-39.7461773,-71.2159125,,
Cerro del León,peak,-39.6620032,-71.0490189,,
Loma de La Blancura,peak,-39.6543806,-71.0557825,,
Abra Carilafquén,saddle,-39.6266321,-71.6002933,,
Abra Paimun,saddle,-39.6337051,-71.5781494,,
Abra Quetru,saddle,-39.6239797,-71.6954105,,
Cerro Negro,peak,-39.6820491,-71.5083422,,
Cerro Quimquielleu,peak,-39.6761462,-71.5411712,,
Cerro del Arenal,peak,-39.673733,-71.5919628,,
Abra Añihueraqui I,saddle,-39.435625,-71.4508914,,
Abra Añihueraqui II,saddle,-39.4505789,-71.4564657,,
Abra Huirin Lil,saddle,-39.4081659,-71.4510589,,
Abra Quillehue,saddle,-39.5551871,-71.4966434,,
Abra Tromen I,saddle,-39.4936259,-71.4800874,,
Abra Tromen II,saddle,-39.4944248,-71.4879865,,
Cerro Bayo,peak,-39.4640201,-71.2105378,,
Cerro Bella Vista,peak,-39.5227962,-71.16465,,
Cerro Chico,peak,-39.4171955,-71.2025957,,
Cerro Curapilleu,peak,-39.5885654,-71.154685,,
Cerro Desfiladero,peak,-39.4008462,-71.2945828,,
Cerro Mirador de los Pozos,peak,-39.5955113,-71.1969845,,
Cerro Nahuel Mari,peak,-39.51361,-71.0649929,,
Cerro Ponom,peak,-39.4658387,-71.2693901,,
Cerro Santa Rosa,peak,-39.3975819,-70.9546523,,
Cerro Tres Picos,peak,-39.4805798,-71.4692477,,
Cerro Tres Picos,peak,-39.5862637,-71.2306666,,
Cerro Tromen o Mamuil Malal,peak,-39.5804676,-71.4606209,,
Cerro Víboras,peak,-39.379745,-71.3642013,,
Cerro de La Uña,peak,-39.5865545,-71.3371274,,
Cerro de Las Caballadas,peak,-39.4475823,-71.2461634,,
Cerro de Los Chanchos,peak,-39.4615238,-71.1680927,,
Cerro de la Ventana,peak,-39.4796497,-71.1979714,,
Cerro del León,peak,-39.5743485,-70.9867762,,
Cerro del Puesto Castillo,peak,-39.6036928,-71.3048188,,
Mogote Grises,peak,-39.4805424,-71.288553,,
Paso Tromen o Mamuil Malal,saddle,-39.5824384,-71.4612787,,
Picos de Tromen,peak,-39.5017174,-71.4056673,,
Piedra Alta,peak,-39.6097222,-71.334602,,
Hotel San Martín,hotel,-34.0992531,-59.0218616,,Zárate
Cerro Agua del Barro,peak,-39.6496917,-70.4852016,,
Cerro Agua del León,peak,-39.5899134,-70.1104468,,
Cerro Arañomún,peak,-39.3141241,-70.52532,,
Cerro Bayo,peak,-39.276807,-70.7109437,,
Cerro Caichigüé,peak,-39.4457668,-70.3336618,,
Cerro Calcatre,peak,-39.6102517,-70.4607034,,
Cerro Casa de Lata,peak,-39.490611,-70.7635931,,
Cerro Cerrito Mesa,peak,-39.4324753,-69.8164684,,
Cerro Charahuilla,peak,-39.4240423,-70.4485462,,
Cerro Chihuido Bayo,peak,-39.189917,-70.6192446,,
Cerro China Muerta,peak,-39.4961364,-70.2222183,,
Cerro Colocó,peak,-39.468298,-70.7866631,,
Cerro Colorado,peak,-39.3454942,-70.4113176,,
Cerro Colorado,peak,-39.5052041,-70.3951678,,
Cerro Come Yeguas,peak,-39.2443113,-70.5334945,,
Cerro Cullín Chico o la Picaza,peak,-39.5521241,-70.1070362,,
Cerro Cullín Grande O Bravo,peak,-39.5227038,-70.1222179,,
Cerro El Bonete,peak,-39.5627424,-70.4738259,,
Cerro El Bonete,peak,-39.5738379,-70.4804947,,
Cerro El Marucho,peak,-39.4362139,-70.1701968,,
Cerro Grande,peak,-39.222673,-70.3879423,,
Cerro Horqueta,peak,-39.6253835,-69.8087435,,
Cerro La Bandera,peak,-39.2552942,-70.1205883,,
Cerro La Campana,peak,-39.3155556,-70.6614758,,
Cerro La Engorda,peak,-39.4017725,-70.5352335,,
Cerro Lapa,peak,-39.3722294,-70.4834801,,
Cerro Las Coloradas O Los Hermanos,peak,-39.5895573,-70.6630552,,
Cerro Lohan Mahuida,peak,-39.1738811,-70.4079285,,
Cerro Lonqueo,peak,-39.2857017,-70.7590775,,
Cerro Mallín Verde,peak,-39.4820782,-70.5517336,,
Cerro Mallín de Ibañez,peak,-39.3130995,-70.5988111,,
Cerro Media Luna,peak,-39.4647007,-70.4589244,,
Cerro Media Luna,peak,-39.4709436,-70.5133364,,
Cerro Mesa de Rincón,peak,-39.448801,-70.6810451,,
Cerro Mesa,peak,-39.225563,-70.6411972,,
Cerro Mesa,peak,-39.5689523,-70.4038156,,
Cerro Negro,peak,-39.273164,-70.0161713,,
Cerro Negro,peak,-39.5400391,-69.9197345,,
Cerro Negro,peak,-39.5868577,-70.6926341,,
Cerro Panqueco,peak,-39.3518397,-70.7870808,,
Cerro Picun Leufu,peak,-39.2184296,-69.9959326,,
Cerro Piedra Parada,peak,-39.4093317,-69.8185635,,
Cerro Pulido,peak,-39.450079,-70.8639374,,
Cerro Puntudo,peak,-39.4450529,-70.9085383,,
Cerro Quiniliyeun,peak,-39.6350594,-70.2401951,,
Cerro Quinsicunoco,peak,-39.3780385,-70.2536159,,
Cerro Rancahue,peak,-39.5222434,-70.8336179,,
Cerro Redondo,peak,-39.4173485,-69.9644407,,
Cerro Redondo,peak,-39.6307797,-70.741232,,
Cerro Santa Elena,peak,-39.5146892,-70.4355736,,
Cerro Torta Frita,peak,-39.5878095,-70.8539406,,
Cerro Trapial Mahuida,peak,-39.2947088,-70.3791437,,
Cerro Yahuincolo,peak,-39.3507465,-70.5902461,,
Cerro de La Chiva,peak,-39.4778237,-70.6462069,,
Cerro de Los Cipreses,peak,-39.4190487,-70.7737432,,
Cerro de la Bolsa,peak,-39.5784705,-70.831661,,
Cerro de la Tiza,peak,-39.4940969,-70.4004389,,
Cerro de las Botas Largas,peak,-39.5636479,-70.8211277,,
Cerro de las Lengas,peak,-39.5041531,-70.8364853,,
Cerro del Overo,peak,-39.334683,-70.1573336,,
Cerro del Sapo,peak,-39.2613139,-70.2100248,,
Cerro del Viento,peak,-39.4657694,-70.3360739,,
Paso Cortaderas,saddle,-39.6245584,-70.5795593,,
Paso del Carro Quebrado,saddle,-39.202372,-69.9391054,,
Paso del Lonqueo,saddle,-39.2771298,-70.72055,,
Portezuelo de Arce,saddle,-39.48814,-70.784881,,
Abra Rilul I,saddle,-39.3261788,-71.3953526,,
Abra de Coloco,saddle,-39.2107769,-71.3807382,,
Abra de Malalco,saddle,-39.2448416,-71.3847467,,
Cerro Chohuecura,peak,-39.2233212,-71.3042221,,
Cerro Clucnu Chumpiru,peak,-39.177433,-71.2878113,,
Cerro Colihues,peak,-39.1610642,-70.9971237,,
Cerro Coloco,peak,-39.1985464,-71.3594673,,
Cerro Horqueta Puipucón,peak,-39.2428495,-71.0339498,,
Cerro Iglesia,peak,-39.3047882,-71.1600056,,
Cerro La Silla,peak,-39.1829116,-71.4316542,,
Cerro Liuco,peak,-39.1869127,-71.3226404,,
Cerro Malaleo,peak,-39.3295685,-71.2885365,,
Cerro Negro,peak,-39.2615137,-71.1211281,,
Cerro Norte Divortium,peak,-39.175509,-71.3970422,,
Cerro Pichi Rucachoroi,peak,-39.308841,-71.0645647,,
Cerro Quillén,peak,-39.3463495,-71.2447057,,
Cerro Rucachoroi,peak,-39.2952165,-71.218061,,
Cerro Sur Divortium,peak,-39.2678615,-71.3753357,,
Cerro Trujillo,peak,-39.3173874,-70.9877224,,
Cerro de Los Lagos,peak,-39.1747998,-71.1816216,,
Abra de Las Araucarias,saddle,-39.0553406,-71.4091301,,
Abra de Nellocahui,saddle,-39.0012541,-71.4258077,,
Abra de Reigolil,saddle,-39.1194365,-71.4145958,,
Cerro Angostura,peak,-38.8786261,-71.2288107,,
Cerro Arenoso,peak,-39.0181839,-71.0315661,,
Cerro Chañy,peak,-38.9646404,-71.183589,,
Cerro Colorado,peak,-39.0640818,-71.2222133,,
Cerro Huefur,peak,-39.1048631,-70.9302859,,
Cerro Impodi,peak,-39.0541574,-71.3788152,,
Cerro Lonco Luan,peak,-38.8657927,-70.929153,,
Cerro Melipelún,peak,-39.061635,-71.2834984,,
Cerro Mocho,peak,-38.9560036,-71.2492344,,
Cerro Pichi Lonco-luan,peak,-38.9120052,-70.9769993,,
Cerro Picudo,peak,-39.0406728,-71.1766081,,
Cerro Polcahue,peak,-39.0822183,-71.0569341,,
Cerro Relem,peak,-39.0361073,-71.1871036,,
Cerro Rucañanqui,peak,-39.0549072,-70.9905205,,
Cerro San Ignacio,peak,-39.1175938,-71.029629,,
Cerro Taraya,peak,-39.1027365,-71.1676788,,
Cerro Teta de Vaca,peak,-38.9791563,-71.1653991,,
Cerro Trelel,peak,-39.0779257,-71.368659,,
Cerro de La Bandera,peak,-39.0348841,-70.8475466,,
Cerro de Los Cipreses,peak,-39.1166892,-70.8893642,,
Cerro de los Cipreses,peak,-39.0574189,-71.0591126,,
Cerro del Santo,peak,-39.0631608,-70.8700459,,
Paso de Llaima o Santa María,saddle,-38.9694529,-71.432377,,
Abra de Cachil,saddle,-39.056112,-70.6391554,,
Abra de Ñireco,saddle,-39.0433967,-70.6104169,,
Cerro Barro Negro,peak,-39.1117751,-70.4702306,,
Cerro Cachil,peak,-39.0072803,-70.7120717,,
Cerro Cansino,peak,-38.9090356,-70.339783,,
Cerro Carreri,peak,-38.9249215,-70.4600153,,
Cerro Chachil,peak,-39.1063754,-70.6163027,,
Cerro Colorado,peak,-39.1207769,-70.7956381,,
Cerro Guadaloso,peak,-39.0960915,-70.1718116,,
Cerro Huemul Chico,peak,-39.0388502,-70.4582541,,
Cerro Huemul,peak,-39.0336148,-70.4978635,,
Cerro La Atravesada,peak,-38.9516949,-70.6199577,,
Cerro Macho Viejo,peak,-39.00993,-70.2365692,,
Cerro Mallín de Los Caballos,peak,-38.9729474,-70.7750058,,
Cerro Manchado,peak,-39.0698379,-70.103158,,
Cerro Mangrullo,peak,-39.1071476,-70.3459759,,
Cerro Mellizo Sur,peak,-39.072869,-70.2995718,,
Cerro Michacheo,peak,-38.9024989,-70.018718,,
Cerro Michacheo,peak,-39.0266374,-70.120125,,
Cerro Montón de Trigo,peak,-38.8986819,-70.4382724,,
Cerro Morado,peak,-39.0238647,-70.2581787,,
Cerro Pichi Ñireco,peak,-39.0918814,-70.3871188,,
Cerro Salinitas,peak,-39.1523244,-70.1907186,,
Cerro Santo Domingo,peak,-39.1469103,-70.2630873,,
Cerro Tape,peak,-39.0504383,-70.2441449,,
Cerro Trocoquen,peak,-38.9308384,-70.7823424,,
Cerro de La Laguna,peak,-39.022901,-70.3742738,,
Cerro de Las Vacas,peak,-39.1530675,-70.2263093,,
Cerro del Cañadón,peak,-39.0476637,-70.800166,,
Cerro del Llano Blanco,peak,-39.0264728,-70.546011,,
Cerro Ñireco,peak,-39.0609016,-70.4489217,,
Peña Carreri,peak,-38.9103554,-70.4856397,,
Portillo La Atravesada,saddle,-38.8904815,-70.6627289,,
Puerta del Diablo,saddle,-38.9394928,-70.793042,,
Samay Kiti,hostel,-26.5940977,-65.921501,,Amaicha del Valle
Buena vista,viewpoint,-34.6065809,-58.346225,,
San Carlos,hotel,-27.0545165,-65.3944123,,
Cabañas BigFriends,alpine_hut,-27.3219761,-58.5628085,,
Museo Histórico Municipal,museum,-37.8601272,-58.2564741,,Balcarce
Abra del Arco ( Norte ),saddle,-38.7662567,-71.0824911,,
Cerro Piñihué,peak,-38.8141597,-71.0956735,,
Paso Batea Mahuida,saddle,-38.8025933,-71.1690894,,
Paso Mallín de Icalma o de Coipocahué,saddle,-38.8099596,-71.2442579,,
Paso del Arco Norte,saddle,-38.7654959,-71.0643675,,
Paso del Arco,saddle,-38.769365,-71.0740317,,
Portezuelo Sin Nombre,saddle,-38.7785067,-71.1252212,,
Abra Desecho de Mendoza,saddle,-38.6197072,-70.8532982,,
Abra Pino Hachado,saddle,-38.6622925,-70.901474,,
Cerro Agua de Las Piedras,peak,-38.6943337,-70.6246185,,
Cerro Bodega,peak,-38.7862029,-70.424587,,
Cerro Chucán,peak,-38.6961659,-70.8931339,,
Cerro Cochicó,peak,-38.8597078,-70.7863893,,
Cerro Guanaco,peak,-38.6242838,-70.6814687,,
Cerro La Totora,peak,-38.8197756,-70.4972053,,
Cerro Las Lajas,peak,-38.7859728,-70.6952441,,
Cerro Las Tres Hermanas,peak,-38.6791905,-70.8130178,,
Cerro Litrán,peak,-38.7333175,-70.8374039,,
Cerro Llamuco Chico,peak,-38.7526032,-70.5057354,,
Cerro Llamuco,peak,-38.7530825,-70.4837655,,
Cerro Los Riscos,peak,-38.7169273,-70.6868116,,
Cerro Morado,peak,-38.7520836,-70.7820046,,
Cerro Negro,peak,-38.8183163,-70.6195668,,
Cerro Palau - Mahuida,peak,-38.8047064,-70.6288164,,
Cerro Pata Larga,peak,-38.7904403,-70.5139387,,
Cerro Pedregoso,peak,-38.8300088,-70.8690321,,
Cerro Piedra,peak,-38.8055796,-70.8931465,,
Cerro Piedras,peak,-38.7033699,-70.690993,,
Cerro Puntudo,peak,-38.7051535,-70.524025,,
Cerro Quirineo,peak,-38.8293599,-70.939826,,
Cerro San Lorenzo,peak,-38.727457,-70.5968824,,
Cerro de la Cabra,peak,-38.7091946,-70.54626,,
Cerro de los Corderos,peak,-38.7148576,-70.6159823,,
Cerro del León,peak,-38.7945222,-70.5673323,,
Chos Mahuida,peak,-38.692614,-70.4245544,,
El Volcán,peak,-38.6569115,-70.7891995,,
El Volcán,peak,-38.7742078,-70.7078352,,
Paso Palau Mahuida,saddle,-38.8297228,-70.677078,,
Portezuelo Sanquilcó,saddle,-38.734665,-70.8089366,,
Queli Mahuida,peak,-38.8541244,-70.6496967,,
Apart Hotel Managua,hotel,-25.6072939,-54.5726717,,Puerto Iguazù
Cerro Bayo,peak,-38.691706,-70.0610251,,
Cerro Bustamante,peak,-38.7670808,-70.1249365,,
Cerro Guanaco,peak,-38.6696096,-70.3969959,,
Cerro Irigoyen,peak,-38.6068322,-70.3164067,,
Cerro La Arena,peak,-38.7359168,-70.3457783,,
Cerro La Bandera,peak,-38.7377038,-70.3146334,,
Cerro La Leona,peak,-38.7370913,-70.4049697,,
Cerro Manzano Grande,peak,-38.680505,-70.2706094,,
Cerro Maruco,peak,-38.7017186,-69.9655534,,
Cerro Mesa,peak,-38.7450253,-69.9163644,,
Cerro Mocho,peak,-38.6148503,-69.8792465,,
Cerro Mocho,peak,-38.7768882,-70.4016871,,
Cerro Morado,peak,-38.8246494,-70.319746,,
Cerro Negro,peak,-38.7655225,-69.9836584,,
Cerro Partido,peak,-38.6009728,-69.9435066,,
Cerro Tres Puntas,peak,-38.7416386,-70.1139264,,
Cerro de La Leña,peak,-38.7623126,-70.3801284,,
Cueva del León,cave_entrance,-38.62588,-70.2244512,,
Piedra Negra,peak,-38.7999758,-70.2473355,,
Cerrito,peak,-39.0109356,-69.1029513,,
Cerro Atravesado,peak,-38.9315024,-69.7048728,,
Cerro Bayo Chico,peak,-39.1358283,-69.1503801,,
Cerro Bayo Mesa,peak,-39.252792,-69.2183044,,
Cerro Carrizo,peak,-39.3011315,-69.311101,,
Cerro Chato,peak,-39.0196037,-69.3120117,,
Cerro El Cordero,peak,-39.1457092,-69.0374794,,
Cerro El Quemado,peak,-39.2212122,-69.0630148,,
Cerro Encaramado,peak,-38.6889787,-69.8230955,,
Cerro La Cabeza,peak,-39.1893953,-68.9837248,,
Cerro Lotena,peak,-39.1812219,-69.6489549,,
Cerro Mesa,peak,-38.7663097,-69.6434717,,
Cerro Mirador,peak,-39.0176349,-69.2733605,,
Cerro Pelado,peak,-38.6738395,-69.8256125,,
Ranquilcó,peak,-39.0401844,-69.0823081,,
Cerro Alarcón,peak,-39.4635771,-69.0716648,,
Cerro Bayo,peak,-39.5567536,-68.9330454,,
Cerro El Chenque,peak,-39.4686143,-69.4682274,,
Cerro El Gigante,peak,-39.3253243,-68.7807764,,
Cerro El Puntudo,peak,-39.6701813,-69.0977249,,
Cerro El Sombrero,peak,-39.4434624,-69.3302689,,
Cerro El Vagón,peak,-39.3531654,-69.3820205,,
Cerro Jagüel,peak,-39.3288452,-69.0019298,,
Cerro La Torre,peak,-39.6048164,-69.7381821,,
Cerro La Ventana,peak,-39.3484955,-69.5055161,,
Cerro Liebres,peak,-39.3380542,-69.060606,,
Cerro Mesa,peak,-39.536076,-69.5021467,,
Cerro Mula,peak,-39.5394565,-69.2381048,,
Cerro Picazo,peak,-39.425182,-69.156694,,
Cerro Sosa,peak,-39.3375282,-69.6438522,,
Cerro Velazco,peak,-39.4489067,-69.4280496,,
Cerro de los Leones,peak,-39.5888876,-69.3959389,,
El Puntudo,peak,-39.4985447,-69.5561886,,
Loma Atravesada,peak,-39.4743277,-68.8267174,,
Loma Farias,peak,-39.1901514,-68.8137414,,
Loma del Fracaso,peak,-39.6812225,-68.9514866,,
termas Aguas Caliente,yes hot_spring,-25.5456857,-68.427739,,
Mirador Parinas,viewpoint,-25.7899059,-68.4593979,,
Información Turística,information,-37.9233515,-57.7554926,,
Arco de Entrada,attraction,-37.9406019,-57.7745158,,
Camping Amaicha del Valle,camp_site,-26.5957608,-65.9190367,,
Camping Samay Cochuna,camp_site,-27.323135,-65.9246719,,
Annemarie,apartment,-33.7161568,-58.6601687,,
Annemarie,chalet,-33.7175233,-58.6880985,,
Richard,camp_site,-33.7712323,-58.5791779,,
CABAÑAS LOS AMORES,alpine_hut,-37.9503839,-57.7767994,,
Cerro Barda Tres Pilares,peak,-39.9053993,-68.713974,,
Cerro Bayo,peak,-39.1025914,-68.2939367,,
Cerro Bayo,peak,-39.4318137,-67.7432361,,
Cerro Bayo,peak,-39.9624695,-68.685071,,
Cerro Cerrito Mesa,peak,-39.9523171,-67.2726655,,
Cerro Challaco,peak,-38.8568289,-68.894443,,
Cerro Chato,peak,-38.8704775,-67.0157204,,
Cerro Colorado,peak,-39.3887958,-67.7088814,,
Cerro Cortado,peak,-39.8540382,-68.3634415,,
Cerro Divisadero,peak,-39.0311645,-68.0680449,,
Cerro El Cuy,peak,-39.862694,-68.3046104,,
Cerro El Puntudo,peak,-39.0729323,-68.166389,,
Cerro El Sombrero,peak,-39.553196,-68.2881012,,
Cerro Feo,peak,-39.1554858,-68.558578,,
Cerro Grande,peak,-38.8863868,-68.8880186,,
Cerro Horquetas,peak,-39.4700966,-68.1443815,,
Cerro La Guerra,peak,-39.4554192,-67.3278747,,
Cerro Las Dos Hermanas,peak,-39.8137389,-67.8677368,,
Cerro Las Mulas,peak,-39.0796456,-68.689284,,
Cerro Martínez,peak,-39.6208077,-68.3515406,,
Cerro Mesa Chica,peak,-39.5366135,-67.4133463,,
Cerro Mesa,peak,-39.3074242,-68.5819883,,
Cerro Mesa,peak,-39.7861457,-67.3076472,,
Cerro Negro,peak,-39.5317688,-67.5349884,,
Cerro Pangare,peak,-39.7964471,-67.5711999,,
Cerro Santa Lucía del Cuy,peak,-39.7605544,-68.3720646,,
Cerro Senillosa,peak,-38.8733959,-68.6315494,,
Cerro Tres Lomas,peak,-39.6313163,-68.6949615,,
Cerro del Carro,peak,-39.9669159,-68.3834591,,
Colina Blancas,peak,-39.5842772,-68.1529942,,
Loma Angostura,peak,-39.6466911,-67.5831671,,
Loma Atravesada,peak,-39.0194246,-68.1036089,,
Loma Baja,peak,-39.8046552,-67.4032056,,
Loma Cortada,peak,-39.7130819,-67.2757683,,
Loma El Marucho,peak,-39.9209514,-68.8048306,,
Loma El Pangare,peak,-39.9250372,-68.9494333,,
Loma Grande,peak,-39.7588506,-67.1815772,,
Loma La Carancha,peak,-39.6278331,-67.3903584,,
Loma Negra,peak,-39.393384,-68.3021607,,
Loma Patu-co,peak,-39.6914512,-68.0843,,
Loma Redonda,peak,-39.6061993,-68.3133543,,
Loma Redonda,peak,-39.7303918,-67.1639385,,
Loma Redonda,peak,-39.8427497,-69.0380087,,
Loma San Martín,peak,-39.5282784,-68.2906494,,
Loma de Los Mojones,peak,-39.4261971,-66.9440994,,
Loma de Los Tarros,peak,-39.7756965,-68.7071862,,
Loma del Mojón,peak,-39.7702367,-68.1824865,,
Loma del Pesao,peak,-39.2292612,-68.4221039,,
Loma del Pichi,peak,-39.829525,-68.722435,,
Loma del Toro,peak,-39.5840237,-68.2444029,,
Cerro Blanco,peak,-38.655388,-65.5628698,,
Cerro Carapacha,peak,-38.0996513,-66.3064067,,
Cerro Cerrito Blanco,peak,-38.0171459,-67.4591212,,
Cerro Cerrito Puntudo,peak,-38.3737011,-65.2734218,,
Cerro Cerrito Solo,peak,-38.5493088,-67.7451172,,
Cerro Choique Mahuida,peak,-38.6001038,-65.5866609,,
Cerro Divisadero,peak,-38.6619468,-65.637008,,
Cerro El Nene,peak,-38.4160023,-68.3403227,,
Cerro El Nido,peak,-38.3830611,-68.1531265,,
Cerro La Pileta,peak,-38.5677071,-65.6890793,,
Cerro Negro,peak,-40.3335368,-68.0287216,,
Cerro Ojo de Agua,peak,-38.6979726,-65.418365,,
Cerro Salinas,peak,-38.8090975,-65.3726509,,
Cerro Sosa,peak,-40.0992591,-68.2480557,,
Cerro de Los Viejos,peak,-38.473333,-64.439784,,
Loma Las Dos Hermanas,peak,-39.2940764,-66.5615201,,
Loma Negro,peak,-40.1843614,-67.8878636,,
Loma de Froilo,peak,-39.4994957,-66.1916313,,
Loma de La Pava,peak,-39.7258533,-66.1185269,,
Meseta de Tordilla,peak,-39.6267967,-66.1836319,,
Morro Negro,peak,-40.0168738,-66.632066,,
Alimaña,artwork,-34.5535091,-58.4351155,,
